Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name	NCBI gene (formerly Entrezgene) ID
ENSDARG00000111358	CHR_ALT_CTG18_1_22	twitch once	protein_coding	rapsn	352942
ENSDARG00000111358	CHR_ALT_CTG18_1_22	two	protein_coding	rapsn	352942
ENSDARG00000103976	25		protein_coding	BX544877.2	
ENSDARG00000115671	CHR_ALT_CTG22_1_24	zgc:175175	protein_coding	ssuh2.3	797780
ENSDARG00000115939	11		protein_coding	VMAC	110437764
ENSDARG00000100267	22		protein_coding	GRM7	
ENSDARG00000113634	CHR_ALT_CTG13_1_31	si:ch211-30i2.1	protein_coding	lyst	100150726
ENSDARG00000022560	23	CIC-K	protein_coding	clcnk	393353
ENSDARG00000022560	23	zgc:64141	protein_coding	clcnk	393353
ENSDARG00000109990	CHR_ALT_CTG5_1_24	fb30e01	protein_coding	coro1cb	562849
ENSDARG00000109990	CHR_ALT_CTG5_1_24	si:dkey-202g15.6	protein_coding	coro1cb	562849
ENSDARG00000109990	CHR_ALT_CTG5_1_24	wu:fb30e01	protein_coding	coro1cb	562849
ENSDARG00000104874	16	zgc:65879	protein_coding	fzd6	393533
ENSDARG00000104874	16	zgc:77440	protein_coding	fzd6	393533
ENSDARG00000091595	20		protein_coding	LO018154.1	100330838
ENSDARG00000114795	CHR_ALT_CTG17_1_5	nklc	protein_coding	nkl.3	103909013
ENSDARG00000114795	CHR_ALT_CTG17_1_5	si:rp71-40n14.6	protein_coding	nkl.3	103909013
ENSDARG00000110909	7		protein_coding	zgc:173552	794406
ENSDARG00000110909	7		protein_coding	zgc:173552	108190747
ENSDARG00000104508	23	zgc:92251	protein_coding	slc10a7	445025
ENSDARG00000104789	14	zgc:158257	protein_coding	dele1	
ENSDARG00000113291	CHR_ALT_CTG2_1_3	si:dkey-75g22.6	protein_coding	dcaf8	100007924
ENSDARG00000113291	CHR_ALT_CTG2_1_3	si:rp71-1g18.15	protein_coding	dcaf8	100007924
ENSDARG00000109381	KN147651.2		protein_coding	CU457778.2	100329258
ENSDARG00000054562	11	fk51a02	protein_coding	her15.1	100534909
ENSDARG00000054562	11	her15	protein_coding	her15.1	100534909
ENSDARG00000054562	11	her15a	protein_coding	her15.1	100534909
ENSDARG00000054562	11	hes5	protein_coding	her15.1	100534909
ENSDARG00000054562	11	wu:fk51a02	protein_coding	her15.1	100534909
ENSDARG00000054562	11	zgc:136520	protein_coding	her15.1	100534909
ENSDARG00000114269	2		protein_coding	BX901889.4	
ENSDARG00000054337	2	fc07e03	protein_coding	ap1g2	100007877
ENSDARG00000054337	2	si:zc14a17.4	protein_coding	ap1g2	100007877
ENSDARG00000054337	2	wu:fc07e03	protein_coding	ap1g2	100007877
ENSDARG00000115931	CHR_ALT_CTG17_1_15		protein_coding	birc6	796547
ENSDARG00000109564	CHR_ALT_CTG4_1_4	fc57c04	protein_coding	si:dkey-153k10.9	566596
ENSDARG00000109564	CHR_ALT_CTG4_1_4	si:ch73-161g10.2	protein_coding	si:dkey-153k10.9	566596
ENSDARG00000109564	CHR_ALT_CTG4_1_4	wu:fc57c04	protein_coding	si:dkey-153k10.9	566596
ENSDARG00000003398	1	ik:tdsubc_1e8	protein_coding	rbpja	386772
ENSDARG00000003398	1	rbpj	protein_coding	rbpja	386772
ENSDARG00000003398	1	rbpsuh	protein_coding	rbpja	386772
ENSDARG00000003398	1	Su(H)	protein_coding	rbpja	386772
ENSDARG00000003398	1	Su(H)1	protein_coding	rbpja	386772
ENSDARG00000003398	1	tdsubc_1e8	protein_coding	rbpja	386772
ENSDARG00000003398	1	xx:tdsubc_1e8	protein_coding	rbpja	386772
ENSDARG00000034211	22	wu:fb09d04	protein_coding	capn2l	445091
ENSDARG00000034211	22	xx:hac23b03	protein_coding	capn2l	445091
ENSDARG00000034211	22	zgc:112420	protein_coding	capn2l	445091
ENSDARG00000034211	22	zgc:92480	protein_coding	capn2l	445091
ENSDARG00000109875	CHR_ALT_CTG7_1_5		protein_coding	BX248389.1	569398
ENSDARG00000110598	CHR_ALT_CTG8_1_10		protein_coding	CR354582.1	
ENSDARG00000116905	CHR_ALT_CTG11_1_30		protein_coding	si:dkey-23f9.11	100004335
ENSDARG00000116905	CHR_ALT_CTG11_1_30		protein_coding	si:dkey-23f9.11	103909946
ENSDARG00000116905	CHR_ALT_CTG11_1_30		protein_coding	si:dkey-23f9.11	110439267
ENSDARG00000116905	CHR_ALT_CTG11_1_30		protein_coding	si:dkey-23f9.11	110439291
ENSDARG00000116905	CHR_ALT_CTG11_1_30		protein_coding	si:dkey-23f9.11	110440092
ENSDARG00000104715	KN149790.1		protein_coding	zgc:171422	
ENSDARG00000011999	9	fb30h03	protein_coding	ybey	321718
ENSDARG00000011999	9	wu:fb30h03	protein_coding	ybey	321718
ENSDARG00000011999	9	zgc:85702	protein_coding	ybey	321718
ENSDARG00000111148	CHR_ALT_CTG23_1_32	si:dkey-202m22.6	protein_coding	zgc:198371	497072
ENSDARG00000113318	CHR_ALT_CTG8_1_8		protein_coding	CT025733.1	553320
ENSDARG00000115400	CHR_ALT_CTG6_2_12	orc1l	protein_coding	orc1	554509
ENSDARG00000115400	CHR_ALT_CTG6_2_12	wu:fa11h08	protein_coding	orc1	554509
ENSDARG00000115400	CHR_ALT_CTG6_2_12	zgc:55976	protein_coding	orc1	554509
ENSDARG00000114328	CHR_ALT_CTG24_1_9	acot9	protein_coding	acot9.1	798073
ENSDARG00000114328	CHR_ALT_CTG24_1_9	si:rp71-1f1.1	protein_coding	acot9.1	798073
ENSDARG00000114328	CHR_ALT_CTG24_1_9	zgc:110305	protein_coding	acot9.1	798073
ENSDARG00000023627	13	fb05f09	protein_coding	ggps1	336798
ENSDARG00000023627	13	wu:fb05f09	protein_coding	ggps1	336798
ENSDARG00000023627	13	zgc:101591	protein_coding	ggps1	336798
ENSDARG00000023627	13	zgc:56514	protein_coding	ggps1	336798
ENSDARG00000114525	CHR_ALT_CTG10_1_29	mp19-1	protein_coding	lim2.1	573354
ENSDARG00000114525	CHR_ALT_CTG10_1_29	zgc:110024	protein_coding	lim2.1	573354
ENSDARG00000101785	19		protein_coding	laptm5	100151049
ENSDARG00000024317	3	fc85a11	protein_coding	trap1	571959
ENSDARG00000024317	3	wu:fc85a11	protein_coding	trap1	571959
ENSDARG00000004864	5	foxr2	protein_coding	foxr1	570997
ENSDARG00000004864	5	zgc:171734	protein_coding	foxr1	570997
ENSDARG00000114093	CHR_ALT_CTG5_1_24	zgc:56509	protein_coding	uap1l1	393264
ENSDARG00000116436	CHR_ALT_CTG22_1_2	cassiopeia	protein_coding	stil	192317
ENSDARG00000116436	CHR_ALT_CTG22_1_2	chunp6907	protein_coding	stil	192317
ENSDARG00000116436	CHR_ALT_CTG22_1_2	csp	protein_coding	stil	192317
ENSDARG00000116436	CHR_ALT_CTG22_1_2	nbb	protein_coding	stil	192317
ENSDARG00000116436	CHR_ALT_CTG22_1_2	sill	protein_coding	stil	192317
ENSDARG00000116436	CHR_ALT_CTG22_1_2	TAL1 (SCL) interrupting locus like	protein_coding	stil	192317
ENSDARG00000116436	CHR_ALT_CTG22_1_2	zgc:110502	protein_coding	stil	192317
ENSDARG00000042259	24	alk5b	protein_coding	tgfbr1b	792928
ENSDARG00000103447	21	DreK	protein_coding	gig2k	100005454
ENSDARG00000113754	CHR_ALT_CTG1_1_11	casp3	protein_coding	casp3a	140621
ENSDARG00000113754	CHR_ALT_CTG1_1_11	zgc:100890	protein_coding	casp3a	140621
ENSDARG00000111621	17		protein_coding	CU915775.1	
ENSDARG00000086037	CHR_ALT_CTG15_1_14		protein_coding	CR626890.1	
ENSDARG00000110698	13		protein_coding	CABZ01061524.1	
ENSDARG00000113680	CHR_ALT_CTG17_1_16	htr7	protein_coding	htr7a	562111
ENSDARG00000113680	CHR_ALT_CTG17_1_16	LOC562111	protein_coding	htr7a	562111
ENSDARG00000113680	CHR_ALT_CTG17_1_16	si:dkey-28j9.6	protein_coding	htr7a	562111
ENSDARG00000113680	CHR_ALT_CTG17_1_16	zmp:0000000663	protein_coding	htr7a	562111
ENSDARG00000110047	CHR_ALT_CTG6_3_6	zgc:158429	protein_coding	tsfm	567785
ENSDARG00000110601	7		protein_coding	CABZ01030278.1	
ENSDARG00000098113	17		protein_coding	WSCD1	100329926
ENSDARG00000113894	CHR_ALT_CTG8_1_10	si:ch211-199o1.1	protein_coding	kcnc4	799410
ENSDARG00000116502	CHR_ALT_CTG13_1_5	hm:zeh1186	protein_coding	mcfd2	449676
ENSDARG00000116502	CHR_ALT_CTG13_1_5	wu:fc23b10	protein_coding	mcfd2	449676
ENSDARG00000116502	CHR_ALT_CTG13_1_5	wu:fd50d08	protein_coding	mcfd2	449676
ENSDARG00000116502	CHR_ALT_CTG13_1_5	zgc:103713	protein_coding	mcfd2	449676
ENSDARG00000116502	CHR_ALT_CTG13_1_5	zgc:109915	protein_coding	mcfd2	449676
ENSDARG00000009482	18	slc38a8	protein_coding	slc38a8a	100004247
ENSDARG00000009482	18	zmp:0000000533	protein_coding	slc38a8a	100004247
ENSDARG00000009482	18	zmp:0000001044	protein_coding	slc38a8a	100004247
ENSDARG00000115576	CHR_ALT_CTG6_1_3	si:busm1-202l16.3	protein_coding	ccdc65	368824
ENSDARG00000115576	CHR_ALT_CTG6_1_3	si:dz202l16.3	protein_coding	ccdc65	368824
ENSDARG00000115576	CHR_ALT_CTG6_1_3	zgc:92302	protein_coding	ccdc65	368824
ENSDARG00000109920	CHR_ALT_CTG17_1_14		protein_coding	BX005258.1	100000353
ENSDARG00000116764	CHR_ALT_CTG10_1_20		protein_coding	CR925760.1	
ENSDARG00000111261	18		protein_coding	FO834850.1	
ENSDARG00000110130	CHR_ALT_CTG6_2_6	fj15f10	protein_coding	cfap52	553666
ENSDARG00000110130	CHR_ALT_CTG6_2_6	si:dkey-28k21.1	protein_coding	cfap52	553666
ENSDARG00000110130	CHR_ALT_CTG6_2_6	wdr16	protein_coding	cfap52	553666
ENSDARG00000110130	CHR_ALT_CTG6_2_6	wu:fj15f10	protein_coding	cfap52	553666
ENSDARG00000110130	CHR_ALT_CTG6_2_6	zgc:111988	protein_coding	cfap52	553666
ENSDARG00000111377	CHR_ALT_CTG10_1_33		protein_coding	or106-8	100861450
ENSDARG00000116505	CHR_ALT_CTG23_1_35	zgc:92658	protein_coding	rprm3	436699
ENSDARG00000044431	6	wu:fb33a06	protein_coding	ppig	406773
ENSDARG00000044431	6	wu:fi37a09	protein_coding	ppig	406773
ENSDARG00000044431	6	zgc:55535	protein_coding	ppig	406773
ENSDARG00000111748	CHR_ALT_CTG4_1_10	si:dkeyp-89c11.3	protein_coding	acot15	557032
ENSDARG00000111748	CHR_ALT_CTG4_1_10	zgc:152726	protein_coding	acot15	557032
ENSDARG00000086752	4		protein_coding	LO018205.1	
ENSDARG00000105254	KN150561.1		protein_coding	CABZ01102115.2	
ENSDARG00000111059	CHR_ALT_CTG6_1_3	si:dz202l16.2	protein_coding	fkbp11	368823
ENSDARG00000111059	CHR_ALT_CTG6_1_3	wu:fd54d02	protein_coding	fkbp11	368823
ENSDARG00000111059	CHR_ALT_CTG6_1_3	zgc:110640	protein_coding	fkbp11	368823
ENSDARG00000102078	5		protein_coding		796454
ENSDARG00000030129	8		protein_coding	si:ch211-87m7.2	557243
ENSDARG00000036628	21	cd74	protein_coding	cd74b	30645
ENSDARG00000036628	21	Iclp-2	protein_coding	cd74b	30645
ENSDARG00000036628	21	iclp2	protein_coding	cd74b	30645
ENSDARG00000036628	21	zgc:123161	protein_coding	cd74b	30645
ENSDARG00000111026	4		protein_coding	BX927193.2	
ENSDARG00000111865	CHR_ALT_CTG18_1_44		protein_coding	CR407586.1	
ENSDARG00000110094	CHR_ALT_CTG22_2_3	grx2	protein_coding	glrx2	436677
ENSDARG00000110094	CHR_ALT_CTG22_2_3	zgc:92698	protein_coding	glrx2	436677
ENSDARG00000116431	CHR_ALT_CTG6_1_14	zgc:193668	protein_coding	rab11fip4b	100151129
ENSDARG00000113866	CHR_ALT_CTG4_1_4	im:7141637	protein_coding	dclre1c	566285
ENSDARG00000113866	CHR_ALT_CTG4_1_4	si:dkey-153k10.3	protein_coding	dclre1c	566285
ENSDARG00000113866	CHR_ALT_CTG4_1_4	zgc:136877	protein_coding	dclre1c	566285
ENSDARG00000098790	9	si:ch211-124n19.5	protein_coding	sowahca	100321117
ENSDARG00000113486	CHR_ALT_CTG16_1_3		protein_coding	AL929040.1	100333716
ENSDARG00000115345	CHR_ALT_CTG22_2_2		protein_coding	si:dkey-21e2.12	
ENSDARG00000018312	7		protein_coding	rell1	799556
ENSDARG00000100813	8	zgc:112020	protein_coding	nudt12	550370
ENSDARG00000114552	17	im:6902407	protein_coding	siva1	571845
ENSDARG00000109768	16		protein_coding	BX322614.1	
ENSDARG00000113404	CHR_ALT_CTG22_1_9	ubxd1	protein_coding	ubxn6	554960
ENSDARG00000113404	CHR_ALT_CTG22_1_9	wu:fi13b03	protein_coding	ubxn6	554960
ENSDARG00000113404	CHR_ALT_CTG22_1_9	zgc:66492	protein_coding	ubxn6	554960
ENSDARG00000111530	CHR_ALT_CTG6_1_13	ccdc37	protein_coding	cfap100	767793
ENSDARG00000111530	CHR_ALT_CTG6_1_13	zgc:153139	protein_coding	cfap100	767793
ENSDARG00000090740	3		protein_coding	zmp:0000001003	
ENSDARG00000113227	CHR_ALT_CTG6_2_15	ptgisl	protein_coding	ptgis	559148
ENSDARG00000098301	KN150355.1		protein_coding	CABZ01093428.1	
ENSDARG00000078902	1	rims1	protein_coding	rims1b	568486
ENSDARG00000109585	CHR_ALT_CTG18_1_18	fog1	protein_coding	zfpm1	407655
ENSDARG00000109585	CHR_ALT_CTG18_1_18	si:dkey-20g6.1	protein_coding	zfpm1	407655
ENSDARG00000109585	CHR_ALT_CTG18_1_18	si:dkey-38l12.1	protein_coding	zfpm1	407655
ENSDARG00000115658	CHR_ALT_CTG11_2_4		protein_coding	BX950873.1	
ENSDARG00000068590	8	nat6	protein_coding	naa80	
ENSDARG00000102207	KN149735.1		protein_coding	zgc:86738	415231
ENSDARG00000100409	21	zgc:77424	protein_coding	camlg	404622
ENSDARG00000110749	CHR_ALT_CTG12_2_1		protein_coding	CR354584.1	792904
ENSDARG00000067563	5	kiss2r	protein_coding	kiss1rb	100002715
ENSDARG00000067563	5	KissR3	protein_coding	kiss1rb	100002715
ENSDARG00000067563	5	si:ch211-157p22.8	protein_coding	kiss1rb	100002715
ENSDARG00000103634	12		protein_coding	CU914622.2	101883339
ENSDARG00000115285	CHR_ALT_CTG9_2_10	fi18g04	protein_coding	il1rapl1a	568868
ENSDARG00000115285	CHR_ALT_CTG9_2_10	wu:fi18g04	protein_coding	il1rapl1a	568868
ENSDARG00000115285	CHR_ALT_CTG9_2_10	zgc:152866	protein_coding	il1rapl1a	568868
ENSDARG00000115057	CHR_ALT_CTG23_2_4	dnase1l3	protein_coding	dnase1l1	792196
ENSDARG00000115057	CHR_ALT_CTG23_2_4	wu:fb44e02	protein_coding	dnase1l1	792196
ENSDARG00000115057	CHR_ALT_CTG23_2_4	zgc:66031	protein_coding	dnase1l1	792196
ENSDARG00000116931	CHR_ALT_CTG1_1_35		protein_coding	CT990606.1	402795
ENSDARG00000112179	CHR_ALT_CTG3_1_24	wu:fc10b04	protein_coding	rsad1	565897
ENSDARG00000112179	CHR_ALT_CTG3_1_24	wu:fv45h05	protein_coding	rsad1	565897
ENSDARG00000112722	CHR_ALT_CTG9_1_17		protein_coding	BX537139.3	497542
ENSDARG00000115687	CHR_ALT_CTG18_1_3	cb445	protein_coding	arf5	378724
ENSDARG00000115687	CHR_ALT_CTG18_1_3	cb789	protein_coding	arf5	378724
ENSDARG00000115687	CHR_ALT_CTG18_1_3	sb:cb445	protein_coding	arf5	378724
ENSDARG00000115687	CHR_ALT_CTG18_1_3	wu:fa06c04	protein_coding	arf5	378724
ENSDARG00000115687	CHR_ALT_CTG18_1_3	wu:fb16f02	protein_coding	arf5	378724
ENSDARG00000076862	16	fam198a	protein_coding	gask1a	100534770
ENSDARG00000078183	3		protein_coding	zgc:165453	566238
ENSDARG00000116366	CHR_ALT_CTG25_1_10		protein_coding	CR384053.1	
ENSDARG00000115387	CHR_ALT_CTG17_1_18	fi45a02	protein_coding	zmpste24	334380
ENSDARG00000115387	CHR_ALT_CTG17_1_18	wu:fi45a02	protein_coding	zmpste24	334380
ENSDARG00000115387	CHR_ALT_CTG17_1_18	zgc:55655	protein_coding	zmpste24	334380
ENSDARG00000100287	16		protein_coding	SLA	101884146
ENSDARG00000109961	21	zgc:171911	protein_coding	mrpl22	100142645
ENSDARG00000113831	CHR_ALT_CTG13_1_1	gst alpha	protein_coding	gsta.2	
ENSDARG00000113831	CHR_ALT_CTG13_1_1	Gsta3	protein_coding	gsta.2	
ENSDARG00000113831	CHR_ALT_CTG13_1_1	gstl	protein_coding	gsta.2	
ENSDARG00000113831	CHR_ALT_CTG13_1_1	zgc:173961	protein_coding	gsta.2	
ENSDARG00000010332	7	wu:fi04h04	protein_coding	zgc:56231	406257
ENSDARG00000010332	7	wu:fi19d09	protein_coding	zgc:56231	406257
ENSDARG00000010332	7	zgc:77087	protein_coding	zgc:56231	406257
ENSDARG00000115072	CHR_ALT_CTG11_1_13		protein_coding	BX572634.1	798087
ENSDARG00000116281	CHR_ALT_CTG1_1_32	zgc:158645	protein_coding	ubac2	556047
ENSDARG00000113919	CHR_ALT_CTG5_2_7	hm:zeh0248	protein_coding	crata	449545
ENSDARG00000113919	CHR_ALT_CTG5_2_7	zeh0248	protein_coding	crata	449545
ENSDARG00000113919	CHR_ALT_CTG5_2_7	zgc:92317	protein_coding	crata	449545
ENSDARG00000115605	CHR_ALT_CTG7_1_20		protein_coding	gpha2	100310882
ENSDARG00000109233	10	bmp10a	protein_coding	bmp10l	
ENSDARG00000109233	10	zmp:0000000626	protein_coding	bmp10l	
ENSDARG00000017162	20		protein_coding	kif3ca	100333558
ENSDARG00000114484	2		protein_coding	CT027583.2	
ENSDARG00000100839	19		protein_coding	BX649384.3	101883617
ENSDARG00000111770	CHR_ALT_CTG5_1_30	fb38g05	protein_coding	ttc33	436995
ENSDARG00000111770	CHR_ALT_CTG5_1_30	wu:fb38g05	protein_coding	ttc33	436995
ENSDARG00000111770	CHR_ALT_CTG5_1_30	zgc:86619	protein_coding	ttc33	436995
ENSDARG00000116495	CHR_ALT_CTG16_1_6	zgc:56430	protein_coding	pafah1b3	394033
ENSDARG00000087402	25	TPM1-1	protein_coding	tpm1	393908
ENSDARG00000087402	25	zgc:171719	protein_coding	tpm1	393908
ENSDARG00000087402	25	zgc:55951	protein_coding	tpm1	393908
ENSDARG00000087402	25	zgc:77009	protein_coding	tpm1	393908
ENSDARG00000059917	13		protein_coding	ccnj	557593
ENSDARG00000102748	KN149951.1		protein_coding	CABZ01074745.1	110438480
ENSDARG00000115153	12		protein_coding	LO018020.2	795264
ENSDARG00000115581	CHR_ALT_CTG21_1_14	DreI	protein_coding	gig2i	100884135
ENSDARG00000115581	CHR_ALT_CTG21_1_14	Gig2 Drel	protein_coding	gig2i	100884135
ENSDARG00000115581	CHR_ALT_CTG21_1_14	Gig2-I	protein_coding	gig2i	100884135
ENSDARG00000115581	CHR_ALT_CTG21_1_14	interferon responsive immune gene	protein_coding	gig2i	100884135
ENSDARG00000115581	CHR_ALT_CTG21_1_14	irig	protein_coding	gig2i	100884135
ENSDARG00000109848	1		protein_coding	FO681286.1	
ENSDARG00000112692	CHR_ALT_CTG18_1_44	zgc:91941	protein_coding	lysmd2	445113
ENSDARG00000091499	4	Gene12839	protein_coding	zmp:0000001020	100331680
ENSDARG00000103320	13	lycat	protein_coding	lclat1	406554
ENSDARG00000103320	13	wu:fj17g04	protein_coding	lclat1	406554
ENSDARG00000103320	13	zgc:77380	protein_coding	lclat1	406554
ENSDARG00000041301	5		protein_coding	crybb3	553184
ENSDARG00000101186	15		protein_coding	CABZ01087566.1	101883340
ENSDARG00000113127	CHR_ALT_CTG3_1_19	im:7161829	protein_coding	clec19a	570145
ENSDARG00000110450	CHR_ALT_CTG12_1_11	zgc:101654	protein_coding	ormdl3	450067
ENSDARG00000088246	2	p84	protein_coding	thoc1	373077
ENSDARG00000111161	CHR_ALT_CTG7_1_3	fam108c1	protein_coding	abhd17c	393126
ENSDARG00000111161	CHR_ALT_CTG7_1_3	zgc:55468	protein_coding	abhd17c	393126
ENSDARG00000098142	3		protein_coding	CR391944.1	108179097
ENSDARG00000115320	CHR_ALT_CTG14_1_28	zgc:92762	protein_coding	clic2	436834
ENSDARG00000115684	CHR_ALT_CTG7_2_2	si:dkey-165a24.3	protein_coding	ponzr5	556869
ENSDARG00000098490	KN149916.1		protein_coding	CABZ01118270.1	
ENSDARG00000109966	CHR_ALT_CTG5_1_14	mpdu1	protein_coding	mpdu1a	447806
ENSDARG00000109966	CHR_ALT_CTG5_1_14	zgc:92112	protein_coding	mpdu1a	447806
ENSDARG00000112606	KN147636.1		protein_coding	BX248128.4	
ENSDARG00000093185	15		protein_coding	GUCY1A2	100330875
ENSDARG00000109912	13		protein_coding	CU570781.2	
ENSDARG00000111994	CHR_ALT_CTG18_1_28	si:dkeyp-84g1.1	protein_coding	pex11a	565760
ENSDARG00000087421	2	fc66f06	protein_coding	serbp1b	797732
ENSDARG00000087421	2	wu:fc66f06	protein_coding	serbp1b	797732
ENSDARG00000103081	KN149696.2		protein_coding	CU182107.1	
ENSDARG00000094983	2	CCL-chr2e	protein_coding	ccl34a.3	100003896
ENSDARG00000094983	2	CCL34ac	protein_coding	ccl34a.3	100003896
ENSDARG00000094983	2	Dr11_WGA879_1_755946	protein_coding	ccl34a.3	100003896
ENSDARG00000094983	2	Dr11_WGA879_1_759152	protein_coding	ccl34a.3	100003896
ENSDARG00000094983	2	Dr11_WGA879_1_762108	protein_coding	ccl34a.3	100003896
ENSDARG00000094983	2	si:ch211-122l24.5	protein_coding	ccl34a.3	100003896
ENSDARG00000110099	CHR_ALT_CTG5_1_7		protein_coding	CR855305.1	100150876
ENSDARG00000114173	CHR_ALT_CTG3_1_31	fc85a11	protein_coding	trap1	571959
ENSDARG00000114173	CHR_ALT_CTG3_1_31	wu:fc85a11	protein_coding	trap1	571959
ENSDARG00000116796	8		protein_coding	CABZ01065417.1	
ENSDARG00000112904	CHR_ALT_CTG24_1_9	C1qntf9	protein_coding	c1qtnf9	799425
ENSDARG00000112904	CHR_ALT_CTG24_1_9	zgc:175268	protein_coding	c1qtnf9	799425
ENSDARG00000098149	22	urotensin II-related peptide	protein_coding	uts2d	100884159
ENSDARG00000098149	22	urp	protein_coding	uts2d	100884159
ENSDARG00000109678	9	cb369	protein_coding	dap1b	101885164
ENSDARG00000109678	9	hm:zeh0189	protein_coding	dap1b	101885164
ENSDARG00000109678	9	zgc:136540	protein_coding	dap1b	101885164
ENSDARG00000035515	5	zgc:92201	protein_coding	tm2d2	436913
ENSDARG00000113815	CHR_ALT_CTG22_1_14		protein_coding	si:dkeyp-98a7.9	
ENSDARG00000111462	8		protein_coding	BX005361.2	101885891
ENSDARG00000110224	CHR_ALT_CTG23_1_16	zgc:193598	protein_coding	ognb	100170815
ENSDARG00000116867	CHR_ALT_CTG21_1_10	dae	protein_coding	fgf10a	359830
ENSDARG00000116867	CHR_ALT_CTG21_1_10	daedalus	protein_coding	fgf10a	359830
ENSDARG00000116867	CHR_ALT_CTG21_1_10	fgf10	protein_coding	fgf10a	359830
ENSDARG00000116867	CHR_ALT_CTG21_1_10	wu:fd11d03	protein_coding	fgf10a	359830
ENSDARG00000116867	CHR_ALT_CTG21_1_10	zgc:109774	protein_coding	fgf10a	359830
ENSDARG00000074231	3		protein_coding	CU138547.1	
ENSDARG00000117205	CHR_ALT_CTG5_1_3	atp5i	protein_coding	atp5meb	767750
ENSDARG00000117205	CHR_ALT_CTG5_1_3	atp5ib	protein_coding	atp5meb	767750
ENSDARG00000117205	CHR_ALT_CTG5_1_3	zgc:153661	protein_coding	atp5meb	767750
ENSDARG00000114751	CHR_ALT_CTG6_1_24		protein_coding	BX571699.3	
ENSDARG00000008030	6	myl9	protein_coding	myl9b	406493
ENSDARG00000008030	6	myl9l	protein_coding	myl9b	406493
ENSDARG00000008030	6	zgc:77916	protein_coding	myl9b	406493
ENSDARG00000116925	CHR_ALT_CTG25_1_7	actc1l	protein_coding	actc1a	415164
ENSDARG00000116925	CHR_ALT_CTG25_1_7	actcl	protein_coding	actc1a	415164
ENSDARG00000116925	CHR_ALT_CTG25_1_7	alpha cardiac actin	protein_coding	actc1a	415164
ENSDARG00000116925	CHR_ALT_CTG25_1_7	unm s434	protein_coding	actc1a	415164
ENSDARG00000116925	CHR_ALT_CTG25_1_7	unm_s434	protein_coding	actc1a	415164
ENSDARG00000110853	CHR_ALT_CTG4_1_2	si:ch211-172b12.2	protein_coding	elk3	557074
ENSDARG00000110853	CHR_ALT_CTG4_1_2	si:dkey-201e17.1	protein_coding	elk3	557074
ENSDARG00000110853	CHR_ALT_CTG4_1_2	zgc:198153	protein_coding	elk3	557074
ENSDARG00000110853	CHR_ALT_CTG4_1_2	zgc:198183	protein_coding	elk3	557074
ENSDARG00000114192	4		protein_coding	BX548011.4	
ENSDARG00000114132	CHR_ALT_CTG10_1_15		protein_coding	CR925824.2	100332822
ENSDARG00000099677	2	zgc:91871	protein_coding	bambib	431736
ENSDARG00000112439	11		protein_coding	CABZ01092982.2	
ENSDARG00000023174	10	wu:fj14c12	protein_coding	fez1	406705
ENSDARG00000023174	10	zgc:73258	protein_coding	fez1	406705
ENSDARG00000098700	10	zgc:111873	protein_coding	il1b	405770
ENSDARG00000113100	CHR_ALT_CTG3_1_12	zgc:110598	protein_coding	mettl2a	100006618
ENSDARG00000112932	CHR_ALT_CTG13_1_4	cb65	protein_coding	hells	553328
ENSDARG00000112932	CHR_ALT_CTG13_1_4	im:6911667	protein_coding	hells	553328
ENSDARG00000112932	CHR_ALT_CTG13_1_4	sb:cb65	protein_coding	hells	553328
ENSDARG00000112932	CHR_ALT_CTG13_1_4	sb:cb749	protein_coding	hells	553328
ENSDARG00000100918	25	cb212	protein_coding	prc1a	259194
ENSDARG00000100918	25	prc1	protein_coding	prc1a	259194
ENSDARG00000100918	25	zgc:55982	protein_coding	prc1a	259194
ENSDARG00000100918	25	zgc:86918	protein_coding	prc1a	259194
ENSDARG00000060249	5	sb:eu546	protein_coding	wdr44	569045
ENSDARG00000060249	5	si:ch211-1c14.1	protein_coding	wdr44	569045
ENSDARG00000060249	5	wu:fj86d11	protein_coding	wdr44	569045
ENSDARG00000060249	5	sb:eu546	protein_coding	wdr44	569045
ENSDARG00000060249	5	si:ch211-1c14.1	protein_coding	wdr44	569045
ENSDARG00000060249	5	wu:fj86d11	protein_coding	wdr44	569045
ENSDARG00000112719	4		protein_coding	si:dkey-4j21.2	
ENSDARG00000109386	CHR_ALT_CTG10_1_25		protein_coding	BX088530.1	558658
ENSDARG00000089705	2		protein_coding	abcf3	100331227
ENSDARG00000110751	7	nitr6.11	protein_coding	nitr6b	
ENSDARG00000110751	7	nitr6.13	protein_coding	nitr6b	
ENSDARG00000110751	7	nitr6.2	protein_coding	nitr6b	
ENSDARG00000110751	7	nitr6.5	protein_coding	nitr6b	
ENSDARG00000110751	7	nitr6.7	protein_coding	nitr6b	
ENSDARG00000110751	7	si:busm1-150l22.4	protein_coding	nitr6b	
ENSDARG00000110751	7	si:busm1-263j20.2	protein_coding	nitr6b	
ENSDARG00000110751	7	si:dz150l22.4	protein_coding	nitr6b	
ENSDARG00000110751	7	si:dz219h16.16	protein_coding	nitr6b	
ENSDARG00000110751	7	si:dz263j20.2	protein_coding	nitr6b	
ENSDARG00000087341	10	fb03d07	protein_coding	unc5c	
